period,series_id,measure,cpi_category,geography,unit,series_type,data_type,value,source_file
2022-08-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,82.93,640103.xlsx
2022-09-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,85.95,640103.xlsx
2022-10-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,85.95,640103.xlsx
2022-11-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,85.95,640103.xlsx
2022-12-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,85.95,640103.xlsx
2023-01-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,85.95,640103.xlsx
2023-02-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,85.95,640103.xlsx
2023-03-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,85.95,640103.xlsx
2023-04-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,85.95,640103.xlsx
2023-05-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,85.95,640103.xlsx
2023-06-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,85.95,640103.xlsx
2023-07-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,85.95,640103.xlsx
2023-08-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,85.95,640103.xlsx
2023-09-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,89.68,640103.xlsx
2023-10-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,89.68,640103.xlsx
2023-11-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,89.68,640103.xlsx
2023-12-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,89.68,640103.xlsx
2024-01-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,89.68,640103.xlsx
2024-02-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,89.68,640103.xlsx
2024-03-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,89.68,640103.xlsx
2024-04-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,89.68,640103.xlsx
2024-05-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,89.68,640103.xlsx
2024-06-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,89.68,640103.xlsx
2024-07-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,89.68,640103.xlsx
2024-08-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,89.68,640103.xlsx
2024-09-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,94.12,640103.xlsx
2024-10-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,94.12,640103.xlsx
2024-11-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,94.12,640103.xlsx
2024-12-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,94.12,640103.xlsx
2025-01-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,94.12,640103.xlsx
2025-02-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,94.12,640103.xlsx
2025-03-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,94.12,640103.xlsx
2025-04-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,94.12,640103.xlsx
2025-05-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,94.12,640103.xlsx
2025-06-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,94.12,640103.xlsx
2025-07-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,94.12,640103.xlsx
2025-08-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,94.12,640103.xlsx
2025-09-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,100.0,640103.xlsx
2025-10-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,100.0,640103.xlsx
2025-11-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,100.0,640103.xlsx
2025-12-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,100.0,640103.xlsx
2026-01-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,100.0,640103.xlsx
2026-02-01,A130399779F,Index Numbers,Property rates and charges,Australia,Index Numbers,Original,INDEX,100.0,640103.xlsx
2024-04-01,A130393090W,Index Numbers,Utilities,Australia,Index Numbers,Original,INDEX,95.62,640103.xlsx
2024-05-01,A130393090W,Index Numbers,Utilities,Australia,Index Numbers,Original,INDEX,95.86,640103.xlsx
2024-06-01,A130393090W,Index Numbers,Utilities,Australia,Index Numbers,Original,INDEX,96.42,640103.xlsx
2024-07-01,A130393090W,Index Numbers,Utilities,Australia,Index Numbers,Original,INDEX,94.61,640103.xlsx
2024-08-01,A130393090W,Index Numbers,Utilities,Australia,Index Numbers,Original,INDEX,87.14,640103.xlsx
2024-09-01,A130393090W,Index Numbers,Utilities,Australia,Index Numbers,Original,INDEX,83.86,640103.xlsx
2024-10-01,A130393090W,Index Numbers,Utilities,Australia,Index Numbers,Original,INDEX,78.48,640103.xlsx
2024-11-01,A130393090W,Index Numbers,Utilities,Australia,Index Numbers,Original,INDEX,87.32,640103.xlsx
2024-12-01,A130393090W,Index Numbers,Utilities,Australia,Index Numbers,Original,INDEX,86.28,640103.xlsx
2025-01-01,A130393090W,Index Numbers,Utilities,Australia,Index Numbers,Original,INDEX,90.24,640103.xlsx
2025-02-01,A130393090W,Index Numbers,Utilities,Australia,Index Numbers,Original,INDEX,89.07,640103.xlsx
2025-03-01,A130393090W,Index Numbers,Utilities,Australia,Index Numbers,Original,INDEX,93.34,640103.xlsx
2025-04-01,A130393090W,Index Numbers,Utilities,Australia,Index Numbers,Original,INDEX,93.96,640103.xlsx
2025-05-01,A130393090W,Index Numbers,Utilities,Australia,Index Numbers,Original,INDEX,94.51,640103.xlsx
2025-06-01,A130393090W,Index Numbers,Utilities,Australia,Index Numbers,Original,INDEX,94.4,640103.xlsx
2025-07-01,A130393090W,Index Numbers,Utilities,Australia,Index Numbers,Original,INDEX,103.44,640103.xlsx
2025-08-01,A130393090W,Index Numbers,Utilities,Australia,Index Numbers,Original,INDEX,99.72,640103.xlsx
2025-09-01,A130393090W,Index Numbers,Utilities,Australia,Index Numbers,Original,INDEX,100.0,640103.xlsx
2025-10-01,A130393090W,Index Numbers,Utilities,Australia,Index Numbers,Original,INDEX,94.3,640103.xlsx
2025-11-01,A130393090W,Index Numbers,Utilities,Australia,Index Numbers,Original,INDEX,98.49,640103.xlsx
2025-12-01,A130393090W,Index Numbers,Utilities,Australia,Index Numbers,Original,INDEX,98.49,640103.xlsx
2026-01-01,A130393090W,Index Numbers,Utilities,Australia,Index Numbers,Original,INDEX,108.45,640103.xlsx
2026-02-01,A130393090W,Index Numbers,Utilities,Australia,Index Numbers,Original,INDEX,109.06,640103.xlsx
2024-04-01,A130391060W,Index Numbers,Water and sewerage,Australia,Index Numbers,Original,INDEX,94.74,640103.xlsx
2024-05-01,A130391060W,Index Numbers,Water and sewerage,Australia,Index Numbers,Original,INDEX,94.74,640103.xlsx
2024-06-01,A130391060W,Index Numbers,Water and sewerage,Australia,Index Numbers,Original,INDEX,94.74,640103.xlsx
2024-07-01,A130391060W,Index Numbers,Water and sewerage,Australia,Index Numbers,Original,INDEX,97.33,640103.xlsx
2024-08-01,A130391060W,Index Numbers,Water and sewerage,Australia,Index Numbers,Original,INDEX,97.33,640103.xlsx
2024-09-01,A130391060W,Index Numbers,Water and sewerage,Australia,Index Numbers,Original,INDEX,97.33,640103.xlsx
2024-10-01,A130391060W,Index Numbers,Water and sewerage,Australia,Index Numbers,Original,INDEX,97.33,640103.xlsx
2024-11-01,A130391060W,Index Numbers,Water and sewerage,Australia,Index Numbers,Original,INDEX,97.33,640103.xlsx
2024-12-01,A130391060W,Index Numbers,Water and sewerage,Australia,Index Numbers,Original,INDEX,97.33,640103.xlsx
2025-01-01,A130391060W,Index Numbers,Water and sewerage,Australia,Index Numbers,Original,INDEX,97.33,640103.xlsx
2025-02-01,A130391060W,Index Numbers,Water and sewerage,Australia,Index Numbers,Original,INDEX,97.33,640103.xlsx
2025-03-01,A130391060W,Index Numbers,Water and sewerage,Australia,Index Numbers,Original,INDEX,97.33,640103.xlsx
2025-04-01,A130391060W,Index Numbers,Water and sewerage,Australia,Index Numbers,Original,INDEX,97.33,640103.xlsx
2025-05-01,A130391060W,Index Numbers,Water and sewerage,Australia,Index Numbers,Original,INDEX,97.33,640103.xlsx
2025-06-01,A130391060W,Index Numbers,Water and sewerage,Australia,Index Numbers,Original,INDEX,97.33,640103.xlsx
2025-07-01,A130391060W,Index Numbers,Water and sewerage,Australia,Index Numbers,Original,INDEX,100.0,640103.xlsx
2025-08-01,A130391060W,Index Numbers,Water and sewerage,Australia,Index Numbers,Original,INDEX,100.0,640103.xlsx
2025-09-01,A130391060W,Index Numbers,Water and sewerage,Australia,Index Numbers,Original,INDEX,100.0,640103.xlsx
2025-10-01,A130391060W,Index Numbers,Water and sewerage,Australia,Index Numbers,Original,INDEX,104.21,640103.xlsx
2025-11-01,A130391060W,Index Numbers,Water and sewerage,Australia,Index Numbers,Original,INDEX,104.21,640103.xlsx
2025-12-01,A130391060W,Index Numbers,Water and sewerage,Australia,Index Numbers,Original,INDEX,104.21,640103.xlsx
2026-01-01,A130391060W,Index Numbers,Water and sewerage,Australia,Index Numbers,Original,INDEX,104.21,640103.xlsx
2026-02-01,A130391060W,Index Numbers,Water and sewerage,Australia,Index Numbers,Original,INDEX,104.21,640103.xlsx
2021-10-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,82.55,640103.xlsx
2021-11-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,83.42,640103.xlsx
2021-12-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,83.64,640103.xlsx
2022-01-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,83.55,640103.xlsx
2022-02-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,83.28,640103.xlsx
2022-03-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,83.22,640103.xlsx
2022-04-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,82.79,640103.xlsx
2022-05-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,82.98,640103.xlsx
2022-06-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,85.1,640103.xlsx
2022-07-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,86.03,640103.xlsx
2022-08-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,87.2,640103.xlsx
2022-09-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,83.4,640103.xlsx
2022-10-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,92.38,640103.xlsx
2022-11-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,92.22,640103.xlsx
2022-12-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,95.86,640103.xlsx
2023-01-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,96.35,640103.xlsx
2023-02-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,96.35,640103.xlsx
2023-03-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,96.24,640103.xlsx
2023-04-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,95.32,640103.xlsx
2023-05-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,94.57,640103.xlsx
2023-06-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,93.79,640103.xlsx
2023-07-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,99.46,640103.xlsx
2023-08-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,98.19,640103.xlsx
2023-09-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,98.4,640103.xlsx
2023-10-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,101.7,640103.xlsx
2023-11-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,102.09,640103.xlsx
2023-12-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,96.22,640103.xlsx
2024-01-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,97.12,640103.xlsx
2024-02-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,96.58,640103.xlsx
2024-03-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,101.29,640103.xlsx
2024-04-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,99.35,640103.xlsx
2024-05-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,100.77,640103.xlsx
2024-06-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,100.77,640103.xlsx
2024-07-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,94.37,640103.xlsx
2024-08-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,80.59,640103.xlsx
2024-09-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,74.68,640103.xlsx
2024-10-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,65.53,640103.xlsx
2024-11-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,80.11,640103.xlsx
2024-12-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,78.96,640103.xlsx
2025-01-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,86.0,640103.xlsx
2025-02-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,83.84,640103.xlsx
2025-03-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,91.55,640103.xlsx
2025-04-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,92.89,640103.xlsx
2025-05-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,94.78,640103.xlsx
2025-06-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,94.41,640103.xlsx
2025-07-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,107.16,640103.xlsx
2025-08-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,100.45,640103.xlsx
2025-09-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,100.0,640103.xlsx
2025-10-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,89.82,640103.xlsx
2025-11-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,95.9,640103.xlsx
2025-12-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,95.92,640103.xlsx
2026-01-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,113.68,640103.xlsx
2026-02-01,A130390731F,Index Numbers,Electricity,Australia,Index Numbers,Original,INDEX,114.83,640103.xlsx
2021-10-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,67.13,640103.xlsx
2021-11-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,68.75,640103.xlsx
2021-12-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,70.29,640103.xlsx
2022-01-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,70.93,640103.xlsx
2022-02-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,72.27,640103.xlsx
2022-03-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,72.3,640103.xlsx
2022-04-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,72.21,640103.xlsx
2022-05-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,70.17,640103.xlsx
2022-06-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,72.54,640103.xlsx
2022-07-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,79.63,640103.xlsx
2022-08-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,80.61,640103.xlsx
2022-09-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,80.88,640103.xlsx
2022-10-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,78.65,640103.xlsx
2022-11-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,80.48,640103.xlsx
2022-12-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,83.4,640103.xlsx
2023-01-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,90.12,640103.xlsx
2023-02-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,90.95,640103.xlsx
2023-03-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,91.25,640103.xlsx
2023-04-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,91.23,640103.xlsx
2023-05-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,89.26,640103.xlsx
2023-06-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,88.61,640103.xlsx
2023-07-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,90.65,640103.xlsx
2023-08-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,91.04,640103.xlsx
2023-09-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,91.18,640103.xlsx
2023-10-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,88.85,640103.xlsx
2023-11-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,90.9,640103.xlsx
2023-12-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,90.5,640103.xlsx
2024-01-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,88.86,640103.xlsx
2024-02-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,88.75,640103.xlsx
2024-03-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,88.56,640103.xlsx
2024-04-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,88.0,640103.xlsx
2024-05-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,85.77,640103.xlsx
2024-06-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,88.07,640103.xlsx
2024-07-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,93.11,640103.xlsx
2024-08-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,93.89,640103.xlsx
2024-09-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,93.94,640103.xlsx
2024-10-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,92.76,640103.xlsx
2024-11-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,95.73,640103.xlsx
2024-12-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,94.1,640103.xlsx
2025-01-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,94.18,640103.xlsx
2025-02-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,94.34,640103.xlsx
2025-03-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,94.14,640103.xlsx
2025-04-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,93.56,640103.xlsx
2025-05-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,91.37,640103.xlsx
2025-06-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,91.8,640103.xlsx
2025-07-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,97.51,640103.xlsx
2025-08-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,97.72,640103.xlsx
2025-09-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,100.0,640103.xlsx
2025-10-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,96.31,640103.xlsx
2025-11-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,99.64,640103.xlsx
2025-12-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,99.6,640103.xlsx
2026-01-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,99.63,640103.xlsx
2026-02-01,A130392614F,Index Numbers,Gas and other household fuels,Australia,Index Numbers,Original,INDEX,99.49,640103.xlsx
2024-04-01,A130399198J,Index Numbers,"Furnishings, household equipment and services",Australia,Index Numbers,Original,INDEX,97.24,640103.xlsx
2024-05-01,A130399198J,Index Numbers,"Furnishings, household equipment and services",Australia,Index Numbers,Original,INDEX,97.21,640103.xlsx
2024-06-01,A130399198J,Index Numbers,"Furnishings, household equipment and services",Australia,Index Numbers,Original,INDEX,95.93,640103.xlsx
2024-07-01,A130399198J,Index Numbers,"Furnishings, household equipment and services",Australia,Index Numbers,Original,INDEX,97.75,640103.xlsx
2024-08-01,A130399198J,Index Numbers,"Furnishings, household equipment and services",Australia,Index Numbers,Original,INDEX,98.64,640103.xlsx
2024-09-01,A130399198J,Index Numbers,"Furnishings, household equipment and services",Australia,Index Numbers,Original,INDEX,98.26,640103.xlsx
2024-10-01,A130399198J,Index Numbers,"Furnishings, household equipment and services",Australia,Index Numbers,Original,INDEX,98.68,640103.xlsx
2024-11-01,A130399198J,Index Numbers,"Furnishings, household equipment and services",Australia,Index Numbers,Original,INDEX,98.5,640103.xlsx
2024-12-01,A130399198J,Index Numbers,"Furnishings, household equipment and services",Australia,Index Numbers,Original,INDEX,97.65,640103.xlsx
2025-01-01,A130399198J,Index Numbers,"Furnishings, household equipment and services",Australia,Index Numbers,Original,INDEX,97.86,640103.xlsx
2025-02-01,A130399198J,Index Numbers,"Furnishings, household equipment and services",Australia,Index Numbers,Original,INDEX,98.83,640103.xlsx
2025-03-01,A130399198J,Index Numbers,"Furnishings, household equipment and services",Australia,Index Numbers,Original,INDEX,98.56,640103.xlsx
2025-04-01,A130399198J,Index Numbers,"Furnishings, household equipment and services",Australia,Index Numbers,Original,INDEX,99.03,640103.xlsx
2025-05-01,A130399198J,Index Numbers,"Furnishings, household equipment and services",Australia,Index Numbers,Original,INDEX,98.64,640103.xlsx
2025-06-01,A130399198J,Index Numbers,"Furnishings, household equipment and services",Australia,Index Numbers,Original,INDEX,97.56,640103.xlsx
2025-07-01,A130399198J,Index Numbers,"Furnishings, household equipment and services",Australia,Index Numbers,Original,INDEX,99.54,640103.xlsx
2025-08-01,A130399198J,Index Numbers,"Furnishings, household equipment and services",Australia,Index Numbers,Original,INDEX,100.33,640103.xlsx
2025-09-01,A130399198J,Index Numbers,"Furnishings, household equipment and services",Australia,Index Numbers,Original,INDEX,100.0,640103.xlsx
2025-10-01,A130399198J,Index Numbers,"Furnishings, household equipment and services",Australia,Index Numbers,Original,INDEX,100.72,640103.xlsx
2025-11-01,A130399198J,Index Numbers,"Furnishings, household equipment and services",Australia,Index Numbers,Original,INDEX,99.77,640103.xlsx
2025-12-01,A130399198J,Index Numbers,"Furnishings, household equipment and services",Australia,Index Numbers,Original,INDEX,99.62,640103.xlsx
2026-01-01,A130399198J,Index Numbers,"Furnishings, household equipment and services",Australia,Index Numbers,Original,INDEX,99.21,640103.xlsx
2026-02-01,A130399198J,Index Numbers,"Furnishings, household equipment and services",Australia,Index Numbers,Original,INDEX,100.14,640103.xlsx
2024-04-01,A130397795V,Index Numbers,Furniture and furnishings,Australia,Index Numbers,Original,INDEX,97.91,640103.xlsx
2024-05-01,A130397795V,Index Numbers,Furniture and furnishings,Australia,Index Numbers,Original,INDEX,98.15,640103.xlsx
2024-06-01,A130397795V,Index Numbers,Furniture and furnishings,Australia,Index Numbers,Original,INDEX,94.52,640103.xlsx
2024-07-01,A130397795V,Index Numbers,Furniture and furnishings,Australia,Index Numbers,Original,INDEX,98.87,640103.xlsx
2024-08-01,A130397795V,Index Numbers,Furniture and furnishings,Australia,Index Numbers,Original,INDEX,98.27,640103.xlsx
2024-09-01,A130397795V,Index Numbers,Furniture and furnishings,Australia,Index Numbers,Original,INDEX,99.38,640103.xlsx
2024-10-01,A130397795V,Index Numbers,Furniture and furnishings,Australia,Index Numbers,Original,INDEX,101.08,640103.xlsx
2024-11-01,A130397795V,Index Numbers,Furniture and furnishings,Australia,Index Numbers,Original,INDEX,98.14,640103.xlsx
2024-12-01,A130397795V,Index Numbers,Furniture and furnishings,Australia,Index Numbers,Original,INDEX,98.17,640103.xlsx
2025-01-01,A130397795V,Index Numbers,Furniture and furnishings,Australia,Index Numbers,Original,INDEX,96.54,640103.xlsx
2025-02-01,A130397795V,Index Numbers,Furniture and furnishings,Australia,Index Numbers,Original,INDEX,100.52,640103.xlsx
2025-03-01,A130397795V,Index Numbers,Furniture and furnishings,Australia,Index Numbers,Original,INDEX,99.23,640103.xlsx
2025-04-01,A130397795V,Index Numbers,Furniture and furnishings,Australia,Index Numbers,Original,INDEX,98.98,640103.xlsx
2025-05-01,A130397795V,Index Numbers,Furniture and furnishings,Australia,Index Numbers,Original,INDEX,97.73,640103.xlsx
2025-06-01,A130397795V,Index Numbers,Furniture and furnishings,Australia,Index Numbers,Original,INDEX,95.07,640103.xlsx
2025-07-01,A130397795V,Index Numbers,Furniture and furnishings,Australia,Index Numbers,Original,INDEX,99.24,640103.xlsx
2025-08-01,A130397795V,Index Numbers,Furniture and furnishings,Australia,Index Numbers,Original,INDEX,97.98,640103.xlsx
