period,series_id,measure,cpi_category,geography,unit,series_type,data_type,value,source_file
2025-09-01,A130397795V,Index Numbers,Furniture and furnishings,Australia,Index Numbers,Original,INDEX,100.0,640103.xlsx
2025-10-01,A130397795V,Index Numbers,Furniture and furnishings,Australia,Index Numbers,Original,INDEX,101.97,640103.xlsx
2025-11-01,A130397795V,Index Numbers,Furniture and furnishings,Australia,Index Numbers,Original,INDEX,98.05,640103.xlsx
2025-12-01,A130397795V,Index Numbers,Furniture and furnishings,Australia,Index Numbers,Original,INDEX,99.03,640103.xlsx
2026-01-01,A130397795V,Index Numbers,Furniture and furnishings,Australia,Index Numbers,Original,INDEX,95.48,640103.xlsx
2026-02-01,A130397795V,Index Numbers,Furniture and furnishings,Australia,Index Numbers,Original,INDEX,99.2,640103.xlsx
2024-04-01,A130394595W,Index Numbers,Furniture,Australia,Index Numbers,Original,INDEX,97.72,640103.xlsx
2024-05-01,A130394595W,Index Numbers,Furniture,Australia,Index Numbers,Original,INDEX,98.3,640103.xlsx
2024-06-01,A130394595W,Index Numbers,Furniture,Australia,Index Numbers,Original,INDEX,93.74,640103.xlsx
2024-07-01,A130394595W,Index Numbers,Furniture,Australia,Index Numbers,Original,INDEX,99.01,640103.xlsx
2024-08-01,A130394595W,Index Numbers,Furniture,Australia,Index Numbers,Original,INDEX,98.28,640103.xlsx
2024-09-01,A130394595W,Index Numbers,Furniture,Australia,Index Numbers,Original,INDEX,99.61,640103.xlsx
2024-10-01,A130394595W,Index Numbers,Furniture,Australia,Index Numbers,Original,INDEX,101.89,640103.xlsx
2024-11-01,A130394595W,Index Numbers,Furniture,Australia,Index Numbers,Original,INDEX,98.19,640103.xlsx
2024-12-01,A130394595W,Index Numbers,Furniture,Australia,Index Numbers,Original,INDEX,98.1,640103.xlsx
2025-01-01,A130394595W,Index Numbers,Furniture,Australia,Index Numbers,Original,INDEX,96.38,640103.xlsx
2025-02-01,A130394595W,Index Numbers,Furniture,Australia,Index Numbers,Original,INDEX,101.07,640103.xlsx
2025-03-01,A130394595W,Index Numbers,Furniture,Australia,Index Numbers,Original,INDEX,99.47,640103.xlsx
2025-04-01,A130394595W,Index Numbers,Furniture,Australia,Index Numbers,Original,INDEX,99.24,640103.xlsx
2025-05-01,A130394595W,Index Numbers,Furniture,Australia,Index Numbers,Original,INDEX,97.62,640103.xlsx
2025-06-01,A130394595W,Index Numbers,Furniture,Australia,Index Numbers,Original,INDEX,94.6,640103.xlsx
2025-07-01,A130394595W,Index Numbers,Furniture,Australia,Index Numbers,Original,INDEX,99.3,640103.xlsx
2025-08-01,A130394595W,Index Numbers,Furniture,Australia,Index Numbers,Original,INDEX,97.56,640103.xlsx
2025-09-01,A130394595W,Index Numbers,Furniture,Australia,Index Numbers,Original,INDEX,100.0,640103.xlsx
2025-10-01,A130394595W,Index Numbers,Furniture,Australia,Index Numbers,Original,INDEX,102.53,640103.xlsx
2025-11-01,A130394595W,Index Numbers,Furniture,Australia,Index Numbers,Original,INDEX,97.78,640103.xlsx
2025-12-01,A130394595W,Index Numbers,Furniture,Australia,Index Numbers,Original,INDEX,98.78,640103.xlsx
2026-01-01,A130394595W,Index Numbers,Furniture,Australia,Index Numbers,Original,INDEX,94.49,640103.xlsx
2026-02-01,A130394595W,Index Numbers,Furniture,Australia,Index Numbers,Original,INDEX,98.87,640103.xlsx
2024-04-01,A130397823T,Index Numbers,Carpets and other floor coverings,Australia,Index Numbers,Original,INDEX,98.75,640103.xlsx
2024-05-01,A130397823T,Index Numbers,Carpets and other floor coverings,Australia,Index Numbers,Original,INDEX,97.5,640103.xlsx
2024-06-01,A130397823T,Index Numbers,Carpets and other floor coverings,Australia,Index Numbers,Original,INDEX,97.9,640103.xlsx
2024-07-01,A130397823T,Index Numbers,Carpets and other floor coverings,Australia,Index Numbers,Original,INDEX,98.28,640103.xlsx
2024-08-01,A130397823T,Index Numbers,Carpets and other floor coverings,Australia,Index Numbers,Original,INDEX,98.26,640103.xlsx
2024-09-01,A130397823T,Index Numbers,Carpets and other floor coverings,Australia,Index Numbers,Original,INDEX,98.36,640103.xlsx
2024-10-01,A130397823T,Index Numbers,Carpets and other floor coverings,Australia,Index Numbers,Original,INDEX,97.58,640103.xlsx
2024-11-01,A130397823T,Index Numbers,Carpets and other floor coverings,Australia,Index Numbers,Original,INDEX,97.96,640103.xlsx
2024-12-01,A130397823T,Index Numbers,Carpets and other floor coverings,Australia,Index Numbers,Original,INDEX,98.49,640103.xlsx
2025-01-01,A130397823T,Index Numbers,Carpets and other floor coverings,Australia,Index Numbers,Original,INDEX,97.24,640103.xlsx
2025-02-01,A130397823T,Index Numbers,Carpets and other floor coverings,Australia,Index Numbers,Original,INDEX,98.05,640103.xlsx
2025-03-01,A130397823T,Index Numbers,Carpets and other floor coverings,Australia,Index Numbers,Original,INDEX,98.14,640103.xlsx
2025-04-01,A130397823T,Index Numbers,Carpets and other floor coverings,Australia,Index Numbers,Original,INDEX,97.81,640103.xlsx
2025-05-01,A130397823T,Index Numbers,Carpets and other floor coverings,Australia,Index Numbers,Original,INDEX,98.22,640103.xlsx
2025-06-01,A130397823T,Index Numbers,Carpets and other floor coverings,Australia,Index Numbers,Original,INDEX,97.22,640103.xlsx
2025-07-01,A130397823T,Index Numbers,Carpets and other floor coverings,Australia,Index Numbers,Original,INDEX,98.94,640103.xlsx
2025-08-01,A130397823T,Index Numbers,Carpets and other floor coverings,Australia,Index Numbers,Original,INDEX,99.88,640103.xlsx
2025-09-01,A130397823T,Index Numbers,Carpets and other floor coverings,Australia,Index Numbers,Original,INDEX,100.0,640103.xlsx
2025-10-01,A130397823T,Index Numbers,Carpets and other floor coverings,Australia,Index Numbers,Original,INDEX,99.38,640103.xlsx
2025-11-01,A130397823T,Index Numbers,Carpets and other floor coverings,Australia,Index Numbers,Original,INDEX,99.26,640103.xlsx
2025-12-01,A130397823T,Index Numbers,Carpets and other floor coverings,Australia,Index Numbers,Original,INDEX,100.15,640103.xlsx
2026-01-01,A130397823T,Index Numbers,Carpets and other floor coverings,Australia,Index Numbers,Original,INDEX,99.97,640103.xlsx
2026-02-01,A130397823T,Index Numbers,Carpets and other floor coverings,Australia,Index Numbers,Original,INDEX,100.75,640103.xlsx
2024-04-01,A130396492T,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,99.6,640103.xlsx
2024-05-01,A130396492T,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,99.7,640103.xlsx
2024-06-01,A130396492T,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,93.37,640103.xlsx
2024-07-01,A130396492T,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,100.57,640103.xlsx
2024-08-01,A130396492T,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,105.51,640103.xlsx
2024-09-01,A130396492T,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,100.02,640103.xlsx
2024-10-01,A130396492T,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,98.13,640103.xlsx
2024-11-01,A130396492T,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,104.45,640103.xlsx
2024-12-01,A130396492T,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,92.15,640103.xlsx
2025-01-01,A130396492T,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,94.63,640103.xlsx
2025-02-01,A130396492T,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,100.15,640103.xlsx
2025-03-01,A130396492T,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,100.34,640103.xlsx
2025-04-01,A130396492T,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,98.0,640103.xlsx
2025-05-01,A130396492T,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,100.09,640103.xlsx
2025-06-01,A130396492T,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,93.1,640103.xlsx
2025-07-01,A130396492T,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,102.45,640103.xlsx
2025-08-01,A130396492T,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,101.48,640103.xlsx
2025-09-01,A130396492T,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,100.0,640103.xlsx
2025-10-01,A130396492T,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,101.69,640103.xlsx
2025-11-01,A130396492T,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,100.8,640103.xlsx
2025-12-01,A130396492T,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,96.88,640103.xlsx
2026-01-01,A130396492T,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,95.36,640103.xlsx
2026-02-01,A130396492T,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,100.32,640103.xlsx
2024-04-01,A130395379W,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,99.6,640103.xlsx
2024-05-01,A130395379W,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,99.7,640103.xlsx
2024-06-01,A130395379W,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,93.37,640103.xlsx
2024-07-01,A130395379W,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,100.57,640103.xlsx
2024-08-01,A130395379W,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,105.51,640103.xlsx
2024-09-01,A130395379W,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,100.02,640103.xlsx
2024-10-01,A130395379W,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,98.13,640103.xlsx
2024-11-01,A130395379W,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,104.45,640103.xlsx
2024-12-01,A130395379W,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,92.15,640103.xlsx
2025-01-01,A130395379W,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,94.63,640103.xlsx
2025-02-01,A130395379W,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,100.15,640103.xlsx
2025-03-01,A130395379W,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,100.34,640103.xlsx
2025-04-01,A130395379W,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,98.0,640103.xlsx
2025-05-01,A130395379W,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,100.09,640103.xlsx
2025-06-01,A130395379W,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,93.1,640103.xlsx
2025-07-01,A130395379W,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,102.45,640103.xlsx
2025-08-01,A130395379W,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,101.48,640103.xlsx
2025-09-01,A130395379W,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,100.0,640103.xlsx
2025-10-01,A130395379W,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,101.69,640103.xlsx
2025-11-01,A130395379W,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,100.8,640103.xlsx
2025-12-01,A130395379W,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,96.88,640103.xlsx
2026-01-01,A130395379W,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,95.36,640103.xlsx
2026-02-01,A130395379W,Index Numbers,Household textiles,Australia,Index Numbers,Original,INDEX,100.32,640103.xlsx
2024-04-01,A130398516K,Index Numbers,"Household appliances, utensils and tools",Australia,Index Numbers,Original,INDEX,101.1,640103.xlsx
2024-05-01,A130398516K,Index Numbers,"Household appliances, utensils and tools",Australia,Index Numbers,Original,INDEX,101.08,640103.xlsx
2024-06-01,A130398516K,Index Numbers,"Household appliances, utensils and tools",Australia,Index Numbers,Original,INDEX,98.75,640103.xlsx
2024-07-01,A130398516K,Index Numbers,"Household appliances, utensils and tools",Australia,Index Numbers,Original,INDEX,102.09,640103.xlsx
2024-08-01,A130398516K,Index Numbers,"Household appliances, utensils and tools",Australia,Index Numbers,Original,INDEX,102.37,640103.xlsx
2024-09-01,A130398516K,Index Numbers,"Household appliances, utensils and tools",Australia,Index Numbers,Original,INDEX,100.34,640103.xlsx
2024-10-01,A130398516K,Index Numbers,"Household appliances, utensils and tools",Australia,Index Numbers,Original,INDEX,101.84,640103.xlsx
2024-11-01,A130398516K,Index Numbers,"Household appliances, utensils and tools",Australia,Index Numbers,Original,INDEX,101.21,640103.xlsx
2024-12-01,A130398516K,Index Numbers,"Household appliances, utensils and tools",Australia,Index Numbers,Original,INDEX,98.15,640103.xlsx
2025-01-01,A130398516K,Index Numbers,"Household appliances, utensils and tools",Australia,Index Numbers,Original,INDEX,99.85,640103.xlsx
2025-02-01,A130398516K,Index Numbers,"Household appliances, utensils and tools",Australia,Index Numbers,Original,INDEX,99.55,640103.xlsx
2025-03-01,A130398516K,Index Numbers,"Household appliances, utensils and tools",Australia,Index Numbers,Original,INDEX,97.71,640103.xlsx
2025-04-01,A130398516K,Index Numbers,"Household appliances, utensils and tools",Australia,Index Numbers,Original,INDEX,100.67,640103.xlsx
2025-05-01,A130398516K,Index Numbers,"Household appliances, utensils and tools",Australia,Index Numbers,Original,INDEX,100.04,640103.xlsx
2025-06-01,A130398516K,Index Numbers,"Household appliances, utensils and tools",Australia,Index Numbers,Original,INDEX,98.39,640103.xlsx
2025-07-01,A130398516K,Index Numbers,"Household appliances, utensils and tools",Australia,Index Numbers,Original,INDEX,100.17,640103.xlsx
2025-08-01,A130398516K,Index Numbers,"Household appliances, utensils and tools",Australia,Index Numbers,Original,INDEX,103.23,640103.xlsx
2025-09-01,A130398516K,Index Numbers,"Household appliances, utensils and tools",Australia,Index Numbers,Original,INDEX,100.0,640103.xlsx
2025-10-01,A130398516K,Index Numbers,"Household appliances, utensils and tools",Australia,Index Numbers,Original,INDEX,101.06,640103.xlsx
2025-11-01,A130398516K,Index Numbers,"Household appliances, utensils and tools",Australia,Index Numbers,Original,INDEX,100.18,640103.xlsx
2025-12-01,A130398516K,Index Numbers,"Household appliances, utensils and tools",Australia,Index Numbers,Original,INDEX,96.13,640103.xlsx
2026-01-01,A130398516K,Index Numbers,"Household appliances, utensils and tools",Australia,Index Numbers,Original,INDEX,99.44,640103.xlsx
2026-02-01,A130398516K,Index Numbers,"Household appliances, utensils and tools",Australia,Index Numbers,Original,INDEX,99.87,640103.xlsx
2024-04-01,A130399506X,Index Numbers,Major household appliances,Australia,Index Numbers,Original,INDEX,101.35,640103.xlsx
2024-05-01,A130399506X,Index Numbers,Major household appliances,Australia,Index Numbers,Original,INDEX,100.49,640103.xlsx
2024-06-01,A130399506X,Index Numbers,Major household appliances,Australia,Index Numbers,Original,INDEX,99.37,640103.xlsx
2024-07-01,A130399506X,Index Numbers,Major household appliances,Australia,Index Numbers,Original,INDEX,101.1,640103.xlsx
2024-08-01,A130399506X,Index Numbers,Major household appliances,Australia,Index Numbers,Original,INDEX,100.01,640103.xlsx
2024-09-01,A130399506X,Index Numbers,Major household appliances,Australia,Index Numbers,Original,INDEX,99.18,640103.xlsx
2024-10-01,A130399506X,Index Numbers,Major household appliances,Australia,Index Numbers,Original,INDEX,100.67,640103.xlsx
2024-11-01,A130399506X,Index Numbers,Major household appliances,Australia,Index Numbers,Original,INDEX,100.42,640103.xlsx
2024-12-01,A130399506X,Index Numbers,Major household appliances,Australia,Index Numbers,Original,INDEX,97.16,640103.xlsx
2025-01-01,A130399506X,Index Numbers,Major household appliances,Australia,Index Numbers,Original,INDEX,98.45,640103.xlsx
2025-02-01,A130399506X,Index Numbers,Major household appliances,Australia,Index Numbers,Original,INDEX,98.95,640103.xlsx
2025-03-01,A130399506X,Index Numbers,Major household appliances,Australia,Index Numbers,Original,INDEX,97.41,640103.xlsx
2025-04-01,A130399506X,Index Numbers,Major household appliances,Australia,Index Numbers,Original,INDEX,99.82,640103.xlsx
2025-05-01,A130399506X,Index Numbers,Major household appliances,Australia,Index Numbers,Original,INDEX,101.62,640103.xlsx
2025-06-01,A130399506X,Index Numbers,Major household appliances,Australia,Index Numbers,Original,INDEX,101.6,640103.xlsx
2025-07-01,A130399506X,Index Numbers,Major household appliances,Australia,Index Numbers,Original,INDEX,100.08,640103.xlsx
2025-08-01,A130399506X,Index Numbers,Major household appliances,Australia,Index Numbers,Original,INDEX,100.45,640103.xlsx
2025-09-01,A130399506X,Index Numbers,Major household appliances,Australia,Index Numbers,Original,INDEX,100.0,640103.xlsx
2025-10-01,A130399506X,Index Numbers,Major household appliances,Australia,Index Numbers,Original,INDEX,99.27,640103.xlsx
2025-11-01,A130399506X,Index Numbers,Major household appliances,Australia,Index Numbers,Original,INDEX,99.44,640103.xlsx
2025-12-01,A130399506X,Index Numbers,Major household appliances,Australia,Index Numbers,Original,INDEX,96.24,640103.xlsx
