ingredient_name,canonical_name,afcd_food_key,afcd_food_name,afcd_match_score,nutrition_basis,energy_kj,energy_kcal,protein_g,fat_total_g,carbohydrates_g,sugars_g,fibre_g,sodium_mg,cpi_category,latest_cpi_period,latest_cpi_index,cpi_monthly_pct_change,cpi_annual_pct_change,foodkeeper_product_id,foodkeeper_name,foodkeeper_subtitle,expiry_match_score,pantry_min_days,pantry_max_days,refrigerate_min_days,refrigerate_max_days,freeze_min_days,freeze_max_days
hazelnut biscotti,hazelnut biscotti,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hazelnut butter,hazelnut butter,F001973,"Butter, plain, salted",0.625,per_100_g,3069.0,733.51,1.1,82.2,0.6,0.6,0.0,776.0,Oils and fats,2026-02-01,99.68,1.01,-1.19,,,,,,,,,,
hazelnut chips,hazelnut chip,,,,,,,,,,,,,Snacks and confectionery,2026-02-01,101.35,-1.66,6.65,,,,,,,,,,
hazelnut extract,hazelnut extract,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hazelnut flavored coffee,hazelnut coffee,,,,,,,,,,,,,"Coffee, tea and cocoa",2026-02-01,100.32,-0.14,11.38,,,,,,,,,,
hazelnut flavored coffee creamer,hazelnut coffee creamer,,,,,,,,,,,,,"Coffee, tea and cocoa",2026-02-01,100.32,-0.14,11.38,8,Coffee creamer,liquid refrigerated,0.88,,,21,21,,
hazelnut flavored liqueur,hazelnut liqueur,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hazelnut flavored liquid coffee creamer,hazelnut liquid coffee creamer,,,,,,,,,,,,,"Coffee, tea and cocoa",2026-02-01,100.32,-0.14,11.38,8,Coffee creamer,liquid refrigerated,0.88,,,21,21,,
hazelnut flavored nondairy liquid coffee creamer,hazelnut nondairy liquid coffee creamer,,,,,,,,,,,,,"Coffee, tea and cocoa",2026-02-01,100.32,-0.14,11.38,8,Coffee creamer,liquid refrigerated,0.88,,,21,21,,
hazelnut flavored soymilk,hazelnut soymilk,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hazelnut gelato,hazelnut gelato,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hazelnut meal,hazelnut meal,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hazelnut oil,hazelnut oil,,,,,,,,,,,,,Oils and fats,2026-02-01,99.68,1.01,-1.19,,,,,,,,,,
hazelnut powder,hazelnut powder,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hazelnut syrup,hazelnut syrup,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hazelnuts,hazelnut,F006098,"Nut, hazelnut, raw, unsalted",0.875,per_100_g,2689.0,642.69,14.8,61.4,5.1,4.4,10.4,3.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,615,Chocolate hazlenut spread,,0.93,,,,,,
head broccoli,head broccoli,F001905,"Broccoli, fresh, raw",0.625,per_100_g,134.0,32.03,4.0,0.4,1.2,1.2,3.5,20.0,Vegetables,2026-02-01,100.19,-1.55,0.49,,,,,,,,,,
head cauliflower,head cauliflower,F002378,"Cauliflower, fresh, raw",0.625,per_100_g,102.0,24.38,1.9,0.2,3.3,2.8,1.2,40.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
head iceberg lettuce,head iceberg lettuce,F005192,"Lettuce, iceberg, raw",0.75,per_100_g,60.0,14.34,1.0,0.0,2.1,2.1,1.1,12.0,Vegetables,2026-02-01,100.19,-1.55,0.49,,,,,,,,,,
head lettuce,head lettuce,,,,,,,,,,,,,Vegetables,2026-02-01,100.19,-1.55,0.49,,,,,,,,,,
head of broccoli,head broccoli,F001905,"Broccoli, fresh, raw",0.625,per_100_g,134.0,32.03,4.0,0.4,1.2,1.2,3.5,20.0,Vegetables,2026-02-01,100.19,-1.55,0.49,,,,,,,,,,
head of cabbage,head cabbage,F002006,"Cabbage, red, raw",0.625,per_100_g,128.0,30.59,2.2,0.3,3.2,3.2,3.1,16.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
head of celery,head celery,F002390,"Celery, fresh, raw",0.625,per_100_g,74.0,17.69,0.6,0.1,1.8,1.8,1.6,90.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
head of garlic,head garlic,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
head of lettuce,head lettuce,,,,,,,,,,,,,Vegetables,2026-02-01,100.19,-1.55,0.49,,,,,,,,,,
head radicchio cored leaves separated and torn into pieces,head radicchio cored leave separated torn into,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
head romaine lettuce,head romaine lettuce,,,,,,,,,,,,,Vegetables,2026-02-01,100.19,-1.55,0.49,,,,,,,,,,
head white cabbage,head cabbage,F002006,"Cabbage, red, raw",0.625,per_100_g,128.0,30.59,2.2,0.3,3.2,3.2,3.1,16.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
heads cauliflower,head cauliflower,F002378,"Cauliflower, fresh, raw",0.625,per_100_g,102.0,24.38,1.9,0.2,3.3,2.8,1.2,40.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
heads of cabbage,head cabbage,F002006,"Cabbage, red, raw",0.625,per_100_g,128.0,30.59,2.2,0.3,3.2,3.2,3.1,16.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
heads of garlic,head garlic,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
heads of lettuce,head lettuce,,,,,,,,,,,,,Vegetables,2026-02-01,100.19,-1.55,0.49,,,,,,,,,,
healthy choice cooked turkey,healthy choice turkey,,,,,,,,,,,,,Poultry,2026-02-01,100.95,0.18,-0.65,,,,,,,,,,
healthy choice honey roasted ham,healthy choice honey roasted ham,,,,,,,,,,,,,Pork,2026-02-01,100.87,0.09,0.53,,,,,,,,,,
healthy request condensed tomato soup,healthy request condensed tomato soup,,,,,,,,,,,,,Vegetables,2026-02-01,100.19,-1.55,0.49,373,Canned goods,"high acid (such as juices, fruit, pickles, sauerkraut, tomato soup, and foods in vinegar-based sauce)",0.88,360,540,,,,
healthy request cream of celery soup,healthy request cream celery soup,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
healthy request cream of chicken soup,healthy request cream chicken soup,,,,,,,,,,,,,Poultry,2026-02-01,100.95,0.18,-0.65,,,,,,,,,,
healthy request cream of mushroom soup,healthy request cream mushroom soup,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
healthy request tomato soup,healthy request tomato soup,,,,,,,,,,,,,Vegetables,2026-02-01,100.19,-1.55,0.49,373,Canned goods,"high acid (such as juices, fruit, pickles, sauerkraut, tomato soup, and foods in vinegar-based sauce)",0.88,360,540,,,,
hearts of palm,heart palm,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
heath candy bar,heath candy bar,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
heath candy bars,heath candy bar,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
heather honey,heather honey,F004380,Honey,0.625,per_100_ml,1662.0,397.23,0.4,0.0,103.4,103.4,0.0,11.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
heavy cream,heavy cream,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,14,Cream,heavy,1.0,,,10,10,90,120
heavy sweet cream,heavy cream,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,14,Cream,heavy,1.0,,,10,10,90,120
heavy syrup,heavy syrup,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
heavy whipping cream,heavy whipping cream,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hebrew national beef franks,hebrew national beef frank,,,,,,,,,,,,,Beef and veal,2026-02-01,106.6,0.99,13.51,,,,,,,,,,
heineken lager beer,heineken lager beer,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
heinz apple cider vinegar,heinz apple cider vinegar,,,,,,,,,,,,,Fruit,2026-02-01,103.79,1.91,3.73,557,Apple cider vinegar,,0.88,,,,,,
heinz chili sauce,heinz chili sauce,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,348,"Ketchup, cocktail, or chili sauce",,0.88,365,365,,,,
heinz ketchup,heinz ketchup,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
heinz salad cream,heinz salad cream,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
heinz steak sauce,heinz steak sauce,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
heinz sweet relish,heinz relish,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
heirloom tomato,heirloom tomato,,,,,,,,,,,,,Vegetables,2026-02-01,100.19,-1.55,0.49,,,,,,,,,,
heirloom tomatoes,heirloom tomatoe,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hellmann s light mayonnaise,hellmann light mayonnaise,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hellmann s mayonnaise,hellmann mayonnaise,F005437,"Mayonnaise, low fat, commercial",0.625,per_100_g,514.0,122.85,0.5,1.8,27.1,20.5,0.0,678.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hellmanns mayonnaise,hellmann mayonnaise,F005437,"Mayonnaise, low fat, commercial",0.625,per_100_g,514.0,122.85,0.5,1.8,27.1,20.5,0.0,678.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hemp milk,hemp milk,,,,,,,,,,,,,Milk,2026-02-01,100.54,-0.82,3.66,,,,,,,,,,
hemp seed oil,hemp seed oil,F009855,"Oil, hemp",0.75,per_100_g,3696.0,883.37,0.0,99.9,0.0,0.0,0.0,0.0,Oils and fats,2026-02-01,99.68,1.01,-1.19,,,,,,,,,,
hemp seeds,hemp seed,F009977,"Seed, hemp, dried",1.0,per_100_g,2452.0,586.04,29.8,50.6,2.5,2.3,4.2,0.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hen,hen,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,129,Cornish Hens,whole,0.93,,,1,2,360,360
herb and lemon soup mix,herb lemon soup mix,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,396,Soup mixes,dry bouillon,0.88,365,365,,,,
herb butter rice a roni,herb butter rice roni,,,,,,,,,,,,,Oils and fats,2026-02-01,99.68,1.01,-1.19,,,,,,,,,,
herb cheese spread,herb cheese spread,,,,,,,,,,,,,Cheese,2026-02-01,100.16,-0.63,-0.12,,,,,,,,,,
herb flavored vinegar,herb vinegar,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
herb oil,herb oil,,,,,,,,,,,,,Oils and fats,2026-02-01,99.68,1.01,-1.19,,,,,,,,,,
herb ox beef flavor cube,herb ox beef flavor cube,,,,,,,,,,,,,Beef and veal,2026-02-01,106.6,0.99,13.51,,,,,,,,,,
herb ox very low sodium chicken broth,herb ox very sodium chicken broth,,,,,,,,,,,,,Poultry,2026-02-01,100.95,0.18,-0.65,486,Chicken broth/stock/consommé,commercially produced,0.88,,,7,7,60,90
herb salad dressing,herb salad dressing,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,356,Salad dressings,"commercial, bottled",0.88,300,360,,,,
herb salad dressing mix,herb salad dressing mix,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,356,Salad dressings,"commercial, bottled",0.88,300,360,,,,
herb seasoned salt,herb seasoned salt,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
herb seasoned stuffing cubes,herb seasoned stuffing cube,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
herb seasoned stuffing mix,herb seasoned stuffing mix,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,464,Dry stuffing mix,commercially packaged,0.88,270,360,,,,
herb seasoning mix,herb seasoning mix,F009072,"Taco seasoning mix, chilli-based",0.6,per_100_g,1335.0,319.07,6.2,4.8,58.1,28.5,8.7,6238.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
herb stock,herb stock,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
herb stuffing cubes,herb stuffing cube,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
herb stuffing mix,herb stuffing mix,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,464,Dry stuffing mix,commercially packaged,0.88,270,360,,,,
herb tofu,herb tofu,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
herb with garlic soup mix,herb garlic soup mix,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,396,Soup mixes,dry bouillon,0.88,365,365,,,,
herbal liqueur,herbal liqueur,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
herbal salt substitute,herbal salt substitute,F007870,"Salt substitute, potassium chloride",0.625,per_100_g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
herbal tea,herbal tea,,,,,,,,,,,,,"Coffee, tea and cocoa",2026-02-01,100.32,-0.14,11.38,,,,,,,,,,
herbal tea bag,herbal tea bag,,,,,,,,,,,,,"Coffee, tea and cocoa",2026-02-01,100.32,-0.14,11.38,410,Tea,bags,0.88,540,1080,,,,
herbal tea bags,herbal tea bag,,,,,,,,,,,,,"Coffee, tea and cocoa",2026-02-01,100.32,-0.14,11.38,410,Tea,bags,0.88,540,1080,,,,
herbamare herb seasoning salt,herbamare herb seasoning salt,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
herbed breadcrumbs,herbed breadcrumb,F001683,"Breadcrumbs, white",0.625,per_100_g,1598.0,381.93,14.0,4.1,68.5,4.6,4.7,650.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
herbed croutons,herbed crouton,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
herbed feta cheese,herbed feta cheese,F002452,"Cheese, fetta (feta)",0.667,per_100_g,1073.0,256.45,16.6,20.6,0.4,0.4,0.0,1100.0,Cheese,2026-02-01,100.16,-0.63,-0.12,,,,,,,,,,
herbed goat cheese,herbed goat cheese,F002462,"Cheese, goat, firm",0.667,per_100_g,1502.0,358.99,18.6,31.3,0.8,0.8,0.0,538.0,Lamb and goat,2026-02-01,102.27,3.29,12.87,,,,,,,,,,
herbes de provence,herbe de provence,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
herbs,herb,F001601,"Bread, garlic or herb, homemade, cooked",0.812,per_100_g,1285.0,307.12,8.8,11.4,40.5,3.2,3.6,422.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,236,Herbs,dried,1.0,365,730,,,,
herbsaint,herbsaint,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
herdez red salsa,herdez salsa,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
herman starter,herman starter,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
herring fillet,herring fillet,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
herring fillets,herring fillet,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
herring in wine sauce,herring wine sauce,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,163,Herring,"glass packed, in wine sauce",0.9,,,120,180,,
herring tidbits,herring tidbit,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hershey bar,hershey bar,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hershey bars,hershey bar,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hershey candy cane kisses,hershey candy cane kisse,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hershey carb alternatives kisses,hershey carb alternative kisse,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hershey cherry cordial chocolate kisses,hershey cherry cordial chocolate kisse,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hershey chocolate candy bar,hershey chocolate candy bar,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hershey chocolate candy bars,hershey chocolate candy bar,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hershey chocolate kiss,hershey chocolate kis,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hershey chocolate kisses,hershey chocolate kisse,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hershey kissables,hershey kissable,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hershey milk chocolate filled with caramel baking pieces,hershey milk chocolate filled caramel baking,F002934,"Chocolate, milk, fondant or caramel filled",0.667,per_100_g,2002.0,478.49,6.0,24.7,61.4,53.6,2.0,79.0,Milk,2026-02-01,100.54,-0.82,3.66,,,,,,,,,,
hershey nuggets chocolate candy bars with almonds,hershey nugget chocolate candy bar almond,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hershey nuggets chocolates,hershey nugget chocolate,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hershey s fudge topping,hershey fudge topping,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hershey s hugs chocolates,hershey hug chocolate,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hershey s semi sweet baking chocolate,hershey semi baking chocolate,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hershey s semi sweet chocolate chips,hershey semi chocolate chip,,,,,,,,,,,,,Snacks and confectionery,2026-02-01,101.35,-1.66,6.65,451,Muffin,"homemade - including bran, blueberry, banana, corn, chocolate chip",0.88,3,7,,,60,90
hershey s syrup,hershey syrup,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hershey white chips and macadamia nuts,hershey chip macadamia nut,F006099,"Nut, macadamia, raw, unsalted",0.625,per_100_g,3086.0,737.57,6.5,76.7,4.6,4.6,7.9,1.0,Snacks and confectionery,2026-02-01,101.35,-1.66,6.65,,,,,,,,,,
hersheys almond candy bar,hershey almond candy bar,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hersheys chocolate syrup,hershey chocolate syrup,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,376,Chocolate syrup,,0.88,730,730,,,,
hersheys cocoa powder,hershey cocoa powder,F002980,Cocoa powder,0.75,per_100_g,1335.0,319.07,22.1,15.2,10.5,1.5,27.7,81.0,"Coffee, tea and cocoa",2026-02-01,100.32,-0.14,11.38,,,,,,,,,,
hi c hula punch,hi hula punch,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hi gluten flour,hi gluten flour,F003990,"Flour, gluten free, plain",0.75,per_100_g,1480.0,353.73,3.4,1.1,80.5,0.3,1.7,21.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hibiscus lemon tea bags,hibiscu lemon tea bag,,,,,,,,,,,,,"Coffee, tea and cocoa",2026-02-01,100.32,-0.14,11.38,410,Tea,bags,0.88,540,1080,,,,
hibiscus tea bags,hibiscu tea bag,,,,,,,,,,,,,"Coffee, tea and cocoa",2026-02-01,100.32,-0.14,11.38,410,Tea,bags,0.88,540,1080,,,,
hickory and brown sugar barbecue sauce,hickory brown sugar barbecue sauce,F008969,"Sugar, brown",0.55,per_100_g,1552.0,370.94,0.2,0.0,96.8,96.8,0.0,21.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,340,Barbecue sauce,bottled,0.88,365,365,,,,
hickory chips,hickory chip,,,,,,,,,,,,,Snacks and confectionery,2026-02-01,101.35,-1.66,6.65,,,,,,,,,,
hickory flavored barbecue sauce,hickory barbecue sauce,F007987,"Sauce, barbecue, commercial",0.75,per_100_ml,819.0,195.75,0.9,0.1,47.7,43.4,1.0,802.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,340,Barbecue sauce,bottled,0.88,365,365,,,,
hickory liquid smoke,hickory liquid smoke,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hickory nuts,hickory nut,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hickory smoke salt,hickory smoke salt,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hickory smoked bacon,hickory smoked bacon,,,,,,,,,,,,,Pork,2026-02-01,100.87,0.09,0.53,,,,,,,,,,
hickory wood chunks,hickory wood chunk,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hidden valley original ranch cheddar and parmesan dressing,hidden valley original ranch cheddar parmesan dressing,,,,,,,,,,,,,Cheese,2026-02-01,100.16,-0.63,-0.12,,,,,,,,,,
hidden valley original ranch dips mix,hidden valley original ranch dip mix,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hidden valley original ranch dressing,hidden valley original ranch dressing,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hidden valley original ranch dressing and seasoning mix,hidden valley original ranch dressing seasoning mix,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hidden valley original ranch dressing mix,hidden valley original ranch dressing mix,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hidden valley original ranch light dressing,hidden valley original ranch light dressing,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hidden valley original ranch seasoning mix,hidden valley original ranch seasoning mix,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hidden valley ranch dip,hidden valley ranch dip,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hidden valley ranch dressing mix,hidden valley ranch dressing mix,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hidden valley ranch salad crispins,hidden valley ranch salad crispin,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
high fiber flour tortilla,high fiber flour tortilla,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
high protein cereal,high protein cereal,F004006,"Flour, wheat, white, high protein or bread making flour",0.571,per_100_g,1464.0,349.9,11.7,1.7,69.6,1.8,2.5,3.0,Breakfast cereals,2026-02-01,104.44,-0.32,4.37,,,,,,,,,,
high protein flour,high protein flour,F004006,"Flour, wheat, white, high protein or bread making flour",0.857,per_100_g,1464.0,349.9,11.7,1.7,69.6,1.8,2.5,3.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hijiki seaweed,hijiki seaweed,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hing,hing,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hing water,hing water,,,,,,,,,,,,,"Waters, soft drinks and juices",2026-02-01,100.89,0.99,-0.54,,,,,,,,,,
ho hos snack cakes,ho hos snack cake,,,,,,,,,,,,,Snacks and confectionery,2026-02-01,101.35,-1.66,6.65,,,,,,,,,,
hoagie roll,hoagie roll,,,,,,,,,,,,,Bread,2026-02-01,101.68,0.03,0.71,,,,,,,,,,
hoagie rolls,hoagie roll,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hock,hock,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hodgson mill multi grain hot cereal,hodgson mill multi grain hot cereal,,,,,,,,,,,,,Breakfast cereals,2026-02-01,104.44,-0.32,4.37,,,,,,,,,,
hog casing,hog casing,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
hog casings,hog casing,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
