ingredient_name,canonical_name,afcd_food_key,afcd_food_name,afcd_match_score,nutrition_basis,energy_kj,energy_kcal,protein_g,fat_total_g,carbohydrates_g,sugars_g,fibre_g,sodium_mg,cpi_category,latest_cpi_period,latest_cpi_index,cpi_monthly_pct_change,cpi_annual_pct_change,foodkeeper_product_id,foodkeeper_name,foodkeeper_subtitle,expiry_match_score,pantry_min_days,pantry_max_days,refrigerate_min_days,refrigerate_max_days,freeze_min_days,freeze_max_days
dried large lima beans,lima bean,F000441,"Bean, lima, dried",1.0,per_100_g,1299.0,310.47,21.4,1.7,40.6,3.7,17.7,3.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,273,Beans and peas,"green, fava, lima, soybean, wax, snow, sugar snap",0.806,,,3,5,240,240
dried lavender,lavender,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried lavender blossoms,lavender blossom,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried lavender flowers,lavender flower,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried lavender leaves,lavender leave,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried leaf basil,leaf basil,F000396,"Basil, green, fresh, raw",0.625,per_100_g,94.0,22.47,2.6,0.5,0.2,0.0,3.3,10.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried leaf marjoram,leaf marjoram,F010451,"Marjoram, fresh, raw",0.625,per_100_g,396.0,94.65,3.3,5.9,0.6,0.4,14.1,26.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried leaf thyme,leaf thyme,F010466,"Thyme, fresh, raw",0.625,per_100_g,287.0,68.59,5.6,1.7,1.1,1.0,14.0,150.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried leeks,leek,F005164,"Leek, fresh, raw",1.0,per_100_g,128.0,30.59,1.6,0.2,4.1,4.1,3.1,12.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,289,Leeks,,1.0,,,7,14,300,360
dried lemon balm leaves,lemon balm leave,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried lemon grass,lemon gras,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried lemon peel,lemon peel,F005172,"Lemon peel, raw",1.0,per_100_g,121.0,28.92,1.5,0.3,0.0,0.0,10.6,6.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried lemon verbena,lemon verbena,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried lemongrass,lemongras,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,505,Lemongrass,,1.0,,,7,9,180,180
dried lemons,lemon,F005174,"Lemon, peeled, raw",0.875,per_100_g,111.0,26.53,0.6,0.1,1.8,1.8,2.0,3.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,206,Chiffon pies,"chocolate, lemon",0.93,,,,,,
dried lentils,lentil,F005181,"Lentil, green, hulled, dry",0.875,per_100_g,1330.0,317.88,25.3,1.7,40.9,1.5,14.6,13.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,334,Lentils,dried,1.0,365,365,,,,
dried lily buds,lily bud,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried lima beans,lima bean,F000441,"Bean, lima, dried",1.0,per_100_g,1299.0,310.47,21.4,1.7,40.6,3.7,17.7,3.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,273,Beans and peas,"green, fava, lima, soybean, wax, snow, sugar snap",0.806,,,3,5,240,240
dried lime powder,lime powder,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried limes,lime,F004729,"Juice, lime",0.875,per_100_g,117.0,27.96,0.8,0.1,1.2,1.2,3.6,2.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,256,Citrus fruit,"lemon, lime, orange, grapefruit, tangerines, clementines",0.93,10,10,10,21,,
dried linden leaves,linden leave,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried lychees,lychee,F009886,"Lychee, peeled, frozen",0.875,per_100_g,307.0,73.37,0.9,0.0,17.3,17.3,1.3,0.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,252,Berries,"cherries, goose berries, lychee",0.93,,,7,7,360,360
dried mango,mango,F005299,"Mango, peeled, raw",0.875,per_100_g,224.0,53.54,0.4,0.0,12.6,12.1,1.3,0.0,Fruit,2026-02-01,103.79,1.91,3.73,265,"Papaya, mango, feijoa, passionfruit, casaha melon",,0.93,3,5,7,7,180,240
dried marjoram,marjoram,F010451,"Marjoram, fresh, raw",1.0,per_100_g,396.0,94.65,3.3,5.9,0.6,0.4,14.1,26.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried mediterranean oregano,mediterranean oregano,F006281,"Oregano, dried",0.625,per_100_g,1096.0,261.95,9.0,4.3,26.4,4.1,42.5,25.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried mexican oregano,mexican oregano,F006281,"Oregano, dried",0.625,per_100_g,1096.0,261.95,9.0,4.3,26.4,4.1,42.5,25.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried mild chile peppers,mild chile pepper,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried mild red chili peppers,mild chili pepper,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried mint,mint,F005700,"Mint, fresh, raw",1.0,per_100_g,225.0,53.78,3.1,1.1,4.4,0.9,7.2,28.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,507,Mint,,1.0,7,14,14,21,,
dried mint flakes,mint flake,F005700,"Mint, fresh, raw",0.625,per_100_g,225.0,53.78,3.1,1.1,4.4,0.9,7.2,28.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried mission figs,mission fig,F003832,"Fig, dried",0.625,per_100_g,1082.0,258.6,3.6,0.7,54.5,52.6,14.3,39.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried mixed fruit,mixed fruit,F005712,Mixed dried fruit,1.0,per_100_g,1273.0,304.25,2.2,0.7,73.6,71.2,3.3,12.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried morel,morel,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried morels,morel,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried mulato chiles,mulato chile,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried mulberries,mulberry,F005916,"Mulberry, raw",1.0,per_100_g,139.0,33.22,2.2,0.2,4.3,4.3,2.2,6.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried mushroom,mushroom,F005946,"Mushroom, common, fresh, raw",0.875,per_100_g,114.0,27.25,2.2,0.8,0.8,0.8,1.4,7.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,292,Mushrooms,,1.0,,,3,7,300,360
dried mushrooms,mushroom,F005946,"Mushroom, common, fresh, raw",0.875,per_100_g,114.0,27.25,2.2,0.8,0.8,0.8,1.4,7.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,292,Mushrooms,,1.0,,,3,7,300,360
dried mustard,mustard,F001998,"Cabbage, mustard, raw",0.875,per_100_g,77.0,18.4,2.3,0.3,0.7,0.7,1.8,3.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,351,Mustard,,1.0,365,730,,,,
dried navy beans,navy bean,F000431,"Bean, green, fresh, raw",0.625,per_100_g,106.0,25.33,1.8,0.0,3.3,2.6,2.8,0.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried negro chile,negro chile,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried new mexico chile,new mexico chile,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried new mexico chiles,new mexico chile,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried onion,onion,F006250,"Onion, spring, fresh, raw",0.875,per_100_g,127.0,30.35,1.7,0.2,4.6,4.5,1.9,13.0,Vegetables,2026-02-01,100.19,-1.55,0.49,294,Onions,"yellow, white, red, etc.",1.0,30,30,60,60,300,360
dried onion flakes,onion flake,,,,,,,,,,,,,Vegetables,2026-02-01,100.19,-1.55,0.49,,,,,,,,,,
dried orange blossoms,orange blossom,,,,,,,,,,,,,Fruit,2026-02-01,103.79,1.91,3.73,,,,,,,,,,
dried orange peel,orange peel,,,,,,,,,,,,,Fruit,2026-02-01,103.79,1.91,3.73,,,,,,,,,,
dried oranges,orange,F004739,"Juice, orange, commercial",0.875,per_100_ml,141.0,33.7,0.8,0.0,7.1,7.1,0.4,3.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,256,Citrus fruit,"lemon, lime, orange, grapefruit, tangerines, clementines",0.93,10,10,10,21,,
dried oregano,oregano,F006281,"Oregano, dried",1.0,per_100_g,1096.0,261.95,9.0,4.3,26.4,4.1,42.5,25.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,510,Oregano,,1.0,7,14,14,21,,
dried oregano leaves,oregano leave,F006281,"Oregano, dried",0.625,per_100_g,1096.0,261.95,9.0,4.3,26.4,4.1,42.5,25.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried oysters,oyster,F006285,"Oyster, aquacultured, raw",0.875,per_100_g,267.0,63.81,10.1,2.3,0.6,0.0,0.0,535.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,153,"Shucked clams, mussels, and oysters",,0.93,,,3,10,90,120
dried papaya,papaya,F011000,"Papaya, yellow, peeled, raw",0.875,per_100_g,126.0,30.11,0.5,0.0,6.4,6.4,1.9,2.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,265,"Papaya, mango, feijoa, passionfruit, casaha melon",,0.93,3,5,7,7,180,240
dried papayas,papaya,F011000,"Papaya, yellow, peeled, raw",0.875,per_100_g,126.0,30.11,0.5,0.0,6.4,6.4,1.9,2.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,265,"Papaya, mango, feijoa, passionfruit, casaha melon",,0.93,3,5,7,7,180,240
dried parsley,parsley,F006321,"Parsley, continental, fresh, raw",0.875,per_100_g,150.0,35.85,3.9,0.7,1.1,1.0,5.0,150.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,611,Parsley,fresh,1.0,,,2,3,90,120
dried parsley flakes,parsley flake,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried pasilla pepper,pasilla pepper,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried pasilla peppers,pasilla pepper,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried pasta shapes,pasta shape,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried peaches,peach,F006571,"Peach, white, unpeeled, raw",0.875,per_100_g,145.0,34.66,0.7,0.0,7.5,7.2,1.6,0.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,207,Fruit pies,"apple, peach, blueberry, apricot, cherry, blackberry",0.93,1,2,,,240,240
dried pear half,pear half,,,,,,,,,,,,,Fruit,2026-02-01,103.79,1.91,3.73,,,,,,,,,,
dried pear halves,pear halve,,,,,,,,,,,,,Fruit,2026-02-01,103.79,1.91,3.73,,,,,,,,,,
dried pears,pear,F006593,"Pear, canned in pear juice",0.875,per_100_g,194.0,46.37,0.5,0.0,8.7,8.7,1.7,6.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,266,"Peaches, nectarines, plums, pears, sapote",,0.93,,,3,5,60,60
dried peas,pea,F006536,"Pea, green, fresh, raw",1.0,per_100_g,311.0,74.33,6.5,0.5,7.7,3.4,6.6,1.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,337,Peas,dried split,1.0,365,365,,,,
dried peppermint,peppermint,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried pequin pepper,pequin pepper,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried peruano beans,peruano bean,F000431,"Bean, green, fresh, raw",0.625,per_100_g,106.0,25.33,1.8,0.0,3.3,2.6,2.8,0.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried pineapple,pineapple,F006702,"Pineapple, peeled, raw",0.875,per_100_g,165.0,39.44,0.5,0.0,8.6,8.6,1.3,0.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,267,Pineapple,,1.0,,,5,7,300,360
dried pineapple rings,pineapple ring,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried pink beans,pink bean,F000431,"Bean, green, fresh, raw",0.625,per_100_g,106.0,25.33,1.8,0.0,3.3,2.6,2.8,0.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried pink lentils,pink lentil,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried pinto bean,pinto bean,F000431,"Bean, green, fresh, raw",0.625,per_100_g,106.0,25.33,1.8,0.0,3.3,2.6,2.8,0.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried pinto beans,pinto bean,F000431,"Bean, green, fresh, raw",0.625,per_100_g,106.0,25.33,1.8,0.0,3.3,2.6,2.8,0.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried pitted prunes,pitted prune,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried plum,plum,F006830,"Plum, salted",1.0,per_100_g,857.0,204.83,3.7,0.0,34.4,33.6,9.3,8400.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,266,"Peaches, nectarines, plums, pears, sapote",,0.93,,,3,5,60,60
dried plums,plum,F006830,"Plum, salted",1.0,per_100_g,857.0,204.83,3.7,0.0,34.4,33.6,9.3,8400.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,266,"Peaches, nectarines, plums, pears, sapote",,0.93,,,3,5,60,60
dried porcini mushrooms,porcini mushroom,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried portabella mushrooms,portabella mushroom,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried prune,prune,F007494,Prune (dried plum),0.875,per_100_g,865.0,206.74,2.6,0.4,32.3,31.0,7.7,4.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried prunes,prune,F007494,Prune (dried plum),0.875,per_100_g,865.0,206.74,2.6,0.4,32.3,31.0,7.7,4.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried red beans,bean,F000431,"Bean, green, fresh, raw",1.0,per_100_g,106.0,25.33,1.8,0.0,3.3,2.6,2.8,0.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,333,Beans,dried,1.0,365,730,,,,
dried red chile pods,chile pod,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried red chili,chili,F002896,"Chilli (chili), green, raw",0.875,per_100_g,181.0,43.26,2.8,0.3,1.0,1.0,12.9,4.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,232,Chili powder,,0.93,730,730,,,,
dried red chili pepper,chili pepper,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried red chili peppers,chili pepper,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried red chilies,chily,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried red kidney beans,kidney bean,F000449,"Bean, red kidney, dried",1.0,per_100_g,1250.0,298.76,22.5,1.8,35.6,3.4,21.5,3.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried red lentils,lentil,F005181,"Lentil, green, hulled, dry",0.875,per_100_g,1330.0,317.88,25.3,1.7,40.9,1.5,14.6,13.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,334,Lentils,dried,1.0,365,365,,,,
dried red pepper,pepper,F006618,"Pepper, black, ground",0.875,per_100_g,1156.0,276.29,10.4,3.3,38.6,0.6,25.3,20.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,296,Peppers,,1.0,,,4,14,180,240
dried red pepper flakes,pepper flake,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried red peppers,pepper,F006618,"Pepper, black, ground",0.875,per_100_g,1156.0,276.29,10.4,3.3,38.6,0.6,25.3,20.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,296,Peppers,,1.0,,,4,14,180,240
dried red serrano chilies,serrano chily,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried rhizome,rhizome,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried rice noodles,rice noodle,F006038,"Noodle, rice stick, boiled, drained",0.85,per_100_g,498.0,119.02,2.5,0.0,26.1,0.0,0.7,3.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried rose bud,rose bud,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried rose hips,rose hip,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried rose petals,rose petal,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried rosemary,rosemary,F007716,"Rosemary, fresh, raw",1.0,per_100_g,396.0,94.65,3.3,5.9,0.6,0.4,14.1,26.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,511,Rosemary,,1.0,7,14,14,21,,
dried rosemary leaves,rosemary leave,F007716,"Rosemary, fresh, raw",0.625,per_100_g,396.0,94.65,3.3,5.9,0.6,0.4,14.1,26.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried rubbed sage,rubbed sage,F010439,"Sage, fresh, raw",0.625,per_100_g,396.0,94.65,3.3,5.9,0.6,0.4,14.1,26.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried sage,sage,F010439,"Sage, fresh, raw",1.0,per_100_g,396.0,94.65,3.3,5.9,0.6,0.4,14.1,26.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried salt cod fish,salt cod fish,,,,,,,,,,,,,Fish and other seafood,2026-02-01,101.13,-0.61,1.5,,,,,,,,,,
dried savory,savory,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried scallops,scallop,F008166,"Scallop, raw",1.0,per_100_g,351.0,83.89,15.6,0.8,3.4,0.8,0.0,150.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,150,Scallops,,1.0,,,1,3,180,540
dried scotch bonnet pepper,scotch bonnet pepper,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried seaweed flakes,seaweed flake,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried shallots,shallot,F008227,"Shallot, peeled, fresh, raw",0.875,per_100_g,107.0,25.57,1.5,0.1,3.1,3.1,2.9,6.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried shiitake mushroom,shiitake mushroom,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried shiitake mushrooms,shiitake mushroom,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried shredded coconut,shredded coconut,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,257,Coconut,shredded,1.0,365,365,,,365,365
dried shrimp,shrimp,F006476,"Paste, shrimp",0.875,per_100_g,394.0,94.17,21.0,1.0,0.0,0.0,0.0,6000.0,Fish and other seafood,2026-02-01,101.13,-0.61,1.5,151,"Shrimp, crayfish",,0.93,,,1,3,180,540
dried shrimp paste,shrimp paste,F006476,"Paste, shrimp",1.0,per_100_g,394.0,94.17,21.0,1.0,0.0,0.0,0.0,6000.0,Fish and other seafood,2026-02-01,101.13,-0.61,1.5,,,,,,,,,,
dried small red chilies,chily,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried soldier beans,soldier bean,F000431,"Bean, green, fresh, raw",0.625,per_100_g,106.0,25.33,1.8,0.0,3.3,2.6,2.8,0.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried sorrel,sorrel,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried sour cherries,sour cherry,F002522,"Cherry, raw",0.625,per_100_g,308.0,73.61,1.1,0.0,15.2,15.2,1.4,0.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried soybeans,soybean,F006188,"Oil, soybean",0.875,per_100_g,3700.0,884.32,0.0,100.0,0.0,0.0,0.0,0.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,273,Beans and peas,"green, fava, lima, soybean, wax, snow, sugar snap",0.93,,,3,5,240,240
dried spearmint,spearmint,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried split green peas,split pea,F006543,"Pea, split, dried",1.0,per_100_g,1427.0,341.06,23.0,2.0,50.5,2.5,10.1,7.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,337,Peas,dried split,1.0,365,365,,,,
dried split peas,split pea,F006543,"Pea, split, dried",1.0,per_100_g,1427.0,341.06,23.0,2.0,50.5,2.5,10.1,7.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,337,Peas,dried split,1.0,365,365,,,,
dried split yellow peas,split pea,F006543,"Pea, split, dried",1.0,per_100_g,1427.0,341.06,23.0,2.0,50.5,2.5,10.1,7.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,337,Peas,dried split,1.0,365,365,,,,
dried strawberries,strawberry,F008952,"Strawberry, raw",1.0,per_100_g,132.0,31.55,0.7,0.2,5.6,5.5,2.1,0.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,481,Strawberries,,1.0,,,2,3,240,360
dried summer savory,summer savory,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried sweet basil leaves,basil leave,F000396,"Basil, green, fresh, raw",0.625,per_100_g,94.0,22.47,2.6,0.5,0.2,0.0,3.3,10.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried sweet peppers,pepper,F006618,"Pepper, black, ground",0.875,per_100_g,1156.0,276.29,10.4,3.3,38.6,0.6,25.3,20.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,296,Peppers,,1.0,,,4,14,180,240
dried sweetened cranberries,cranberry,F003249,"Cranberry, raw",1.0,per_100_g,131.0,31.31,0.5,0.1,4.3,4.3,3.6,2.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,259,Cranberries,,1.0,,,60,60,360,360
dried tamarind,tamarind,F009081,"Tamarind, paste, pure",0.833,per_100_g,1048.0,250.48,2.8,0.6,57.4,38.8,5.1,28.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,304,Tamarind,,1.0,7,21,180,180,365,365
dried tangerine peel,tangerine peel,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried tarragon,tarragon,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried tarragon leaves,tarragon leave,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried tart cherries,tart cherry,F002522,"Cherry, raw",0.625,per_100_g,308.0,73.61,1.1,0.0,15.2,15.2,1.4,0.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried tart cherry,tart cherry,F002522,"Cherry, raw",0.625,per_100_g,308.0,73.61,1.1,0.0,15.2,15.2,1.4,0.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried tepin chilies,tepin chily,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried thai chiles,thai chile,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried thyme,thyme,F010466,"Thyme, fresh, raw",1.0,per_100_g,287.0,68.59,5.6,1.7,1.1,1.0,14.0,150.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,513,Thyme,,1.0,7,14,14,21,,
dried thyme leaves,thyme leave,F010466,"Thyme, fresh, raw",0.625,per_100_g,287.0,68.59,5.6,1.7,1.1,1.0,14.0,150.0,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,,,,,,,,,,
dried tomatoe,tomatoe,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,306,Tomatoes,,1.0,,,,,60,60
dried tomatoes,tomatoe,,,,,,,,,,,,,Food and non-alcoholic beverages,2026-02-01,101.28,-0.14,3.1,306,Tomatoes,,1.0,,,,,60,60
